Population,Gene,Details,Frequency
BHI12,Ecoli_contig00036_17112_18107,6-phosphogluconolactonase (EC 3.1.1.31),-3.62
BHI12,Ecoli_contig00055_3042_3557,S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS,-1.12
BHI12,Ecoli_contig00010_83396_83911,probable lipoprotein,-3.17
BHI12,Ecoli_contig00028_9339_9539,FIG00639395: hypothetical protein,-5.43
BHI12,Ecoli_contig00040_38339_40255,Chaperone protein DnaK,-0.37
BHI12,Ecoli_contig00022_15245_15592,hypothetical protein,-7.54
BHI12,Ecoli_contig00070_10744_11364,YciO family,-3.39
BHI12,Ecoli_contig00017_36865_37785,Agmatinase (EC 3.5.3.11),-3.35
BHI12,Ecoli_contig00019_14091_14573,Uncharacterized protein YbeL / FIG002095: hypothetical protein,-5.46
BHI12,Ecoli_contig00039_29914_30978,Outer membrane protein A precursor,-0.88
BHI12,Ecoli_contig00018_10600_10809,Putative cytoplasmic protein,-3.82
BHI12,Ecoli_contig00039_21632_22045,"""Succinyl-CoA synthetase, alpha subunit-related enzymes""",-3.85
BHI12,Ecoli_contig00018_59647_59922,DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),-3.25
BHI12,Ecoli_contig00058_19752_20045,Heat shock protein 60 family co-chaperone GroES,0.32
BHI12,Ecoli_contig00040_24114_24830,Aerobic respiration control protein arcA,-2.90
BHI12,Ecoli_contig00008_135347_135646,Integration host factor alpha subunit,-2.08
BHI12,Ecoli_contig00004_10511_11020,"""PTS system, glucose-specific IIA component (EC 2.7.1.69)""",-0.11
BHI12,Ecoli_contig00017_55807_56133,FIG002060: uncharacterized protein YggL,-6.01
BHI12,Ecoli_contig00004_124412_124747,"""Ferredoxin, 2Fe-2S""",-4.91
BHI12,Ecoli_contig00003_106892_107383,FIG001943: hypothetical protein YajQ,-2.97
BHI12,Ecoli_contig00041_36179_36688,Peptide deformylase (EC 3.5.1.88),-4.49
BHI12,Ecoli_contig00055_19384_19788,DNA-binding protein H-NS,-6.10
BHI12,Ecoli_contig00076_4276_4527,Protein yciN,-4.60
BHI12,Ecoli_contig00006_129169_129741,Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8),-4.14
BHI12,Ecoli_contig00021_674_859,Carbon storage regulator,-3.79
BHI12,Ecoli_contig00010_110642_111607,Thioredoxin reductase (EC 1.8.1.9),-3.08
BHI12,Ecoli_contig00002_70478_71362,Cytidine deaminase (EC 3.5.4.5),-10.06
BHI12,Ecoli_contig00012_51248_52201,"""3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)""",-4.24
BHI12,Ecoli_contig00004_7086_8057,Cysteine synthase (EC 2.5.1.47),0.14
BHI12,Ecoli_contig00046_20883_21671,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),-3.12
BHI12,Ecoli_contig00013_1438_2079,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),-4.63
BHI12,Ecoli_contig00040_13434_15101,"""ABC transporter, ATP-binding protein""",-4.78
BHI12,Ecoli_contig00079_5225_5491,Cell division topological specificity factor MinE,-3.17
BHI12,Ecoli_contig00022_1882_2316,Transcriptional regulator SlyA,-6.45
BHI12,Ecoli_contig00067_9196_9813,2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21),-1.99
BHI12,Ecoli_contig00007_128045_128839,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),-4.68
BHI12,Ecoli_contig00011_65794_67014,"""3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)""",-2.60
BHI12,Ecoli_contig00022_16869_17450,Superoxide dismutase [Fe] (EC 1.15.1.1),-0.70
BHI12,Ecoli_contig00010_25814_26560,"""Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)""",-0.70
BHI12,Ecoli_contig00049_16500_18140,Phosphoglucomutase (EC 5.4.2.2),-3.05
BHI12,Ecoli_contig00009_92956_94254,Adenylosuccinate synthetase (EC 6.3.4.4),-3.79
BHI12,Ecoli_contig00025_44742_45692,Universal stress protein E,-3.75
BHI12,Ecoli_contig00001_224195_225358,NADPH-dependent broad range aldehyde dehydrogenase YqhD,-5.99
BHI12,Ecoli_contig00043_300_1154,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),-2.63
BHI12,Ecoli_contig00079_4409_5221,Septum site-determining protein MinD,-3.59
BHI12,Ecoli_contig00011_79636_80418,Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1),-2.31
BHI12,Ecoli_contig00006_107825_108829,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),-5.00
BHI12,Ecoli_contig00004_151826_153079,Serine hydroxymethyltransferase (EC 2.1.2.1),-1.31
BHI12,Ecoli_contig00009_20985_21446,Aspartate carbamoyltransferase regulatory chain (PyrI),-6.32
BHI12,Ecoli_contig00008_122244_123104,"""Fructosamine kinase family protein, At3g61080 homolog""",-4.49
BHI12,Ecoli_contig00018_25995_27539,"""2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)""",-5.00
BHI12,Ecoli_contig00051_5348_5926,Phosphoheptose isomerase 1 (EC 5.3.1.-),-3.14
BHI12,Ecoli_contig00004_64646_65359,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),-1.35
BHI12,Ecoli_contig00011_92755_93957,Acetate kinase (EC 2.7.2.1),-2.33
BHI12,Ecoli_contig00062_13108_13461,Putative ACR protein,-3.64
BHI12,Ecoli_contig00009_33020_34372,"""TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)""",-6.65
BHI12,Ecoli_contig00013_6972_8414,Pyruvate kinase (EC 2.7.1.40),-3.94
BHI12,Ecoli_contig00025_30805_31239,Universal stress protein F,-0.03
BHI12,Ecoli_contig00040_35482_36069,"""Molybdopterin biosynthesis Mog protein, molybdochelatase""",-9.56
BHI12,Ecoli_contig00012_53159_53893,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),-4.53
BHI12,Ecoli_contig00012_54428_55669,"""3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)""",-5.29
BHI12,Ecoli_contig00024_12834_14465,"""Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)""",-3.21
BHI12,Ecoli_contig00044_14971_15405,Universal stress protein A,-0.18
BHI12,Ecoli_contig00054_26806_28095,Phosphoribosylamine--glycine ligase (EC 6.3.4.13),-4.09
BHI12,Ecoli_contig00014_70053_71435,ATP synthase beta chain (EC 3.6.3.14),-2.66
BHI12,Ecoli_contig00004_122859_124142,Peptidase B (EC 3.4.11.23),
BHI12,Ecoli_contig00016_54484_55587,Glycerol dehydrogenase (EC 1.1.1.6),-7.30
BHI12,Ecoli_contig00001_16768_17421,Sigma cross-reacting protein 27A,-5.20
BHI12,Ecoli_contig00014_73930_74463,ATP synthase delta chain (EC 3.6.3.14),-2.72
BHI12,Ecoli_contig00028_33958_34752,Methionine aminopeptidase (EC 3.4.11.18),-4.96
BHI12,Ecoli_contig00011_58959_59891,"""Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p""",-6.49
BHI12,Ecoli_contig00034_28034_28750,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),-0.97
BHI12,Ecoli_contig00003_120053_120937,Nucleoside-specific channel-forming protein Tsx precursor,-3.75
BHI12,Ecoli_contig00092_501_1916,Glutamyl-tRNA synthetase (EC 6.1.1.17),-5.09
BHI12,Ecoli_contig00008_82891_83934,"""Selenide,water dikinase (EC 2.7.9.3)""",-5.55
BHI12,Ecoli_contig00003_150419_150679,Cytoplasmic protein YaiB,-5.21
BHI12,Ecoli_contig00018_32090_33286,2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),-4.70
BHI12,Ecoli_contig00001_66469_66972,FIG002208: Acetyltransferase (EC 2.3.1.-),-5.09
BHI12,Ecoli_contig00010_118981_120273,Seryl-tRNA synthetase (EC 6.1.1.11),-2.63
BHI12,Ecoli_contig00054_28107_29696,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),-5.05
BHI12,Ecoli_contig00014_90338_91228,"""Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)""",-1.93
BHI12,Ecoli_contig00007_107118_108575,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),-0.92
BHI12,Ecoli_contig00019_50085_50648,Alkyl hydroperoxide reductase protein C (EC 1.6.4.-),0.12
BHI12,Ecoli_contig00013_59597_60262,FIG00637942: hypothetical protein,-3.99
BHI12,Ecoli_contig00007_8887_9708,Dihydrodipicolinate reductase (EC 1.3.1.26),-6.44
BHI12,Ecoli_contig00028_37517_38341,"""2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)""",-5.15
BHI12,Ecoli_contig00034_26252_28018,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),-2.24
BHI12,Ecoli_contig00085_296_901,Glutathione S-transferase (EC 2.5.1.18),-5.63
BHI12,Ecoli_contig00019_47726_48154,Universal stress protein G,-0.48
BHI12,Ecoli_contig00004_112217_112648,Nucleoside diphosphate kinase (EC 2.7.4.6),-3.50
BHI12,Ecoli_contig00017_3562_4656,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),-5.21
BHI12,Ecoli_contig00034_33350_34516,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),-0.70
BHI12,Ecoli_contig00007_10164_11312,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),-5.90
BHI12,Ecoli_contig00042_22445_23854,Glutamine synthetase type I (EC 6.3.1.2),-4.30
BHI12,Ecoli_contig00034_28951_31752,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),-4.04
BHI12,Ecoli_contig00066_11818_12471,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),-5.94
BHI12,Ecoli_contig00007_110932_113451,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99),-1.83
BHI12,Ecoli_contig00016_50387_52567,Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7),-4.13
BHI12,Ecoli_contig00023_62818_64122,Isocitrate lyase (EC 4.1.3.1),-2.69
BHI12,Ecoli_contig00002_62858_63856,"""Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)""",-3.00
BHI12,Ecoli_contig00023_51604_52293,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),-5.12
BHI12,Ecoli_contig00019_9781_10689,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),-2.32
BHI12,Ecoli_contig00005_19069_20244,Mannose-6-phosphate isomerase (EC 5.3.1.8),-5.46
BHI12,Ecoli_contig00014_71462_72325,ATP synthase gamma chain (EC 3.6.3.14),-3.83
BHI12,Ecoli_contig00013_57359_57856,Ferritin-like protein 2,-3.04
BHI12,Ecoli_contig00039_22976_23434,Methylglyoxal synthase (EC 4.2.3.3),-4.58
BHI12,Ecoli_contig00037_14833_16074,Glucose-1-phosphatase (EC 3.1.3.10),-2.38
BHI12,Ecoli_contig00027_49668_50606,Malate dehydrogenase (EC 1.1.1.37),0.36
BHI12,Ecoli_contig00034_34516_35385,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),-0.38
BHI12,Ecoli_contig00067_5696_6628,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),-6.59
BHI12,Ecoli_contig00034_31767_32984,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),-2.05
BHI12,Ecoli_contig00008_27657_28628,"""PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)""",-3.94
BHI12,Ecoli_contig00019_77100_79340,"""TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D""",-4.76
BHI12,Ecoli_contig00021_70220_71932,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),-5.29
BHI12,Ecoli_contig00006_87075_88697,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),-3.68
BHI12,Ecoli_contig00029_53358_54419,FIG00638561: hypothetical protein,-3.99
BHI12,Ecoli_contig00019_61043_61900,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB,-4.45
BHI12,Ecoli_contig00014_42781_44196,Tryptophanase (EC 4.1.99.1),-4.62
BHI12,Ecoli_contig00015_4418_6064,"""Fumarate hydratase class I, anaerobic (EC 4.2.1.2)""",-7.39
BHI12,Ecoli_contig00004_43839_46118,NADP-dependent malic enzyme (EC 1.1.1.40),-3.43
BHI12,Ecoli_contig00011_80639_81421,"""Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)""",-3.04
BHI12,Ecoli_contig00017_40694_41848,S-adenosylmethionine synthetase (EC 2.5.1.6),-4.18
BHI12,Ecoli_contig00006_43547_44650,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),-7.00
BHI12,Ecoli_contig00043_20205_21623,"""Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component""",-7.14
BHI12,Ecoli_contig00012_96344_97594,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),-0.77
BHI12,Ecoli_contig00018_20606_21796,L-lactate dehydrogenase (EC 1.1.2.3),-4.92
BHI12,Ecoli_contig00017_53682_54728,L-asparaginase (EC 3.5.1.1),-2.78
BHI12,Ecoli_contig00067_8051_9199,Galactonate dehydratase (EC 4.2.1.6),-4.78
BHI12,Ecoli_contig00020_44902_45978,"""Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)""",-4.67
BHI12,Ecoli_contig00004_18363_19154,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),-3.99
BHI12,Ecoli_contig00023_35313_36503,"""Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE""",-4.56
BHI12,Ecoli_contig00070_666_1304,Outer membrane protein W precursor,-2.22
BHI12,Ecoli_contig00005_20443_22089,"""Fumarate hydratase class I, aerobic (EC 4.2.1.2)""",-3.46
